"","HomeTeam","AwayTeam","FTHG","FTAG","FTR","Season","Match_Date","Home_Win","Away_Win","Draw"
"7329","Blackburn","Liverpool",2,3,"A","2011-12",2012-04-10,0,1,0
"7330","Man City","West Brom",4,0,"H","2011-12",2012-04-11,1,0,0
"7331","QPR","Swansea",3,0,"H","2011-12",2012-04-11,1,0,0
"7332","Wigan","Man United",1,0,"H","2011-12",2012-04-11,1,0,0
"7333","Wolves","Arsenal",0,3,"A","2011-12",2012-04-11,0,1,0
"7334","Norwich","Man City",1,6,"A","2011-12",2012-04-14,0,1,0
"7335","Sunderland","Wolves",0,0,"D","2011-12",2012-04-14,0,0,1
"7336","Swansea","Blackburn",3,0,"H","2011-12",2012-04-14,1,0,0
"7337","West Brom","QPR",1,0,"H","2011-12",2012-04-14,1,0,0
"7338","Man United","Aston Villa",4,0,"H","2011-12",2012-04-15,1,0,0
"7339","Arsenal","Wigan",1,2,"A","2011-12",2012-04-16,0,1,0
"7340","Arsenal","Chelsea",0,0,"D","2011-12",2012-04-21,0,0,1
"7341","Aston Villa","Sunderland",0,0,"D","2011-12",2012-04-21,0,0,1
"7342","Blackburn","Norwich",2,0,"H","2011-12",2012-04-21,1,0,0
"7343","Bolton","Swansea",1,1,"D","2011-12",2012-04-21,0,0,1
"7344","Fulham","Wigan",2,1,"H","2011-12",2012-04-21,1,0,0
"7345","Newcastle","Stoke",3,0,"H","2011-12",2012-04-21,1,0,0
"7346","QPR","Tottenham",1,0,"H","2011-12",2012-04-21,1,0,0
"7347","Liverpool","West Brom",0,1,"A","2011-12",2012-04-22,0,1,0
"7348","Man United","Everton",4,4,"D","2011-12",2012-04-22,0,0,1
"7349","Wolves","Man City",0,2,"A","2011-12",2012-04-22,0,1,0
"7350","Aston Villa","Bolton",1,2,"A","2011-12",2012-04-24,0,1,0
"7351","Everton","Fulham",4,0,"H","2011-12",2012-04-28,1,0,0
"7352","Norwich","Liverpool",0,3,"A","2011-12",2012-04-28,0,1,0
"7353","Stoke","Arsenal",1,1,"D","2011-12",2012-04-28,0,0,1
"7354","Sunderland","Bolton",2,2,"D","2011-12",2012-04-28,0,0,1
"7355","Swansea","Wolves",4,4,"D","2011-12",2012-04-28,0,0,1
"7356","West Brom","Aston Villa",0,0,"D","2011-12",2012-04-28,0,0,1
"7357","Wigan","Newcastle",4,0,"H","2011-12",2012-04-28,1,0,0
"7358","Chelsea","QPR",6,1,"H","2011-12",2012-04-29,1,0,0
"7359","Tottenham","Blackburn",2,0,"H","2011-12",2012-04-29,1,0,0
"7360","Man City","Man United",1,0,"H","2011-12",2012-04-30,1,0,0
"7361","Liverpool","Fulham",0,1,"A","2011-12",2012-05-01,0,1,0
"7362","Stoke","Everton",1,1,"D","2011-12",2012-05-01,0,0,1
"7363","Bolton","Tottenham",1,4,"A","2011-12",2012-05-02,0,1,0
"7364","Chelsea","Newcastle",0,2,"A","2011-12",2012-05-02,0,1,0
"7365","Arsenal","Norwich",3,3,"D","2011-12",2012-05-05,0,0,1
"7366","Aston Villa","Tottenham",1,1,"D","2011-12",2012-05-06,0,0,1
"7367","Bolton","West Brom",2,2,"D","2011-12",2012-05-06,0,0,1
"7368","Fulham","Sunderland",2,1,"H","2011-12",2012-05-06,1,0,0
"7369","Man United","Swansea",2,0,"H","2011-12",2012-05-06,1,0,0
"7370","Newcastle","Man City",0,2,"A","2011-12",2012-05-06,0,1,0
"7371","QPR","Stoke",1,0,"H","2011-12",2012-05-06,1,0,0
"7372","Wolves","Everton",0,0,"D","2011-12",2012-05-06,0,0,1
"7373","Blackburn","Wigan",0,1,"A","2011-12",2012-05-07,0,1,0
"7374","Liverpool","Chelsea",4,1,"H","2011-12",2012-05-08,1,0,0
"7375","Chelsea","Blackburn",2,1,"H","2011-12",2012-05-13,1,0,0
"7376","Everton","Newcastle",3,1,"H","2011-12",2012-05-13,1,0,0
"7377","Man City","QPR",3,2,"H","2011-12",2012-05-13,1,0,0
"7378","Norwich","Aston Villa",2,0,"H","2011-12",2012-05-13,1,0,0
"7379","Stoke","Bolton",2,2,"D","2011-12",2012-05-13,0,0,1
"7380","Sunderland","Man United",0,1,"A","2011-12",2012-05-13,0,1,0
"7381","Swansea","Liverpool",1,0,"H","2011-12",2012-05-13,1,0,0
"7382","Tottenham","Fulham",2,0,"H","2011-12",2012-05-13,1,0,0
"7383","West Brom","Arsenal",2,3,"A","2011-12",2012-05-13,0,1,0
"7384","Wigan","Wolves",3,2,"H","2011-12",2012-05-13,1,0,0
"7385","Arsenal","Sunderland",0,0,"D","2012-13",2012-08-18,0,0,1
"7386","Fulham","Norwich",5,0,"H","2012-13",2012-08-18,1,0,0
"7387","Newcastle","Tottenham",2,1,"H","2012-13",2012-08-18,1,0,0
"7388","QPR","Swansea",0,5,"A","2012-13",2012-08-18,0,1,0
"7389","Reading","Stoke",1,1,"D","2012-13",2012-08-18,0,0,1
"7390","West Brom","Liverpool",3,0,"H","2012-13",2012-08-18,1,0,0
"7391","West Ham","Aston Villa",1,0,"H","2012-13",2012-08-18,1,0,0
"7392","Man City","Southampton",3,2,"H","2012-13",2012-08-19,1,0,0
"7393","Wigan","Chelsea",0,2,"A","2012-13",2012-08-19,0,1,0
"7394","Everton","Man United",1,0,"H","2012-13",2012-08-20,1,0,0
"7395","Chelsea","Reading",4,2,"H","2012-13",2012-08-22,1,0,0
"7396","Aston Villa","Everton",1,3,"A","2012-13",2012-08-25,0,1,0
"7397","Chelsea","Newcastle",2,0,"H","2012-13",2012-08-25,1,0,0
"7398","Man United","Fulham",3,2,"H","2012-13",2012-08-25,1,0,0
"7399","Norwich","QPR",1,1,"D","2012-13",2012-08-25,0,0,1
"7400","Southampton","Wigan",0,2,"A","2012-13",2012-08-25,0,1,0
"7401","Swansea","West Ham",3,0,"H","2012-13",2012-08-25,1,0,0
"7402","Tottenham","West Brom",1,1,"D","2012-13",2012-08-25,0,0,1
"7403","Liverpool","Man City",2,2,"D","2012-13",2012-08-26,0,0,1
"7404","Stoke","Arsenal",0,0,"D","2012-13",2012-08-26,0,0,1
"7405","Man City","QPR",3,1,"H","2012-13",2012-09-01,1,0,0
"7406","Swansea","Sunderland",2,2,"D","2012-13",2012-09-01,0,0,1
"7407","Tottenham","Norwich",1,1,"D","2012-13",2012-09-01,0,0,1
"7408","West Brom","Everton",2,0,"H","2012-13",2012-09-01,1,0,0
"7409","West Ham","Fulham",3,0,"H","2012-13",2012-09-01,1,0,0
"7410","Wigan","Stoke",2,2,"D","2012-13",2012-09-01,0,0,1
"7411","Liverpool","Arsenal",0,2,"A","2012-13",2012-09-02,0,1,0
"7412","Newcastle","Aston Villa",1,1,"D","2012-13",2012-09-02,0,0,1
"7413","Southampton","Man United",2,3,"A","2012-13",2012-09-02,0,1,0
"7414","Arsenal","Southampton",6,1,"H","2012-13",2012-09-15,1,0,0
"7415","Aston Villa","Swansea",2,0,"H","2012-13",2012-09-15,1,0,0
"7416","Fulham","West Brom",3,0,"H","2012-13",2012-09-15,1,0,0
"7417","Man United","Wigan",4,0,"H","2012-13",2012-09-15,1,0,0
"7418","Norwich","West Ham",0,0,"D","2012-13",2012-09-15,0,0,1
"7419","QPR","Chelsea",0,0,"D","2012-13",2012-09-15,0,0,1
"7420","Stoke","Man City",1,1,"D","2012-13",2012-09-15,0,0,1
"7421","Sunderland","Liverpool",1,1,"D","2012-13",2012-09-15,0,0,1
"7422","Reading","Tottenham",1,3,"A","2012-13",2012-09-16,0,1,0
"7423","Everton","Newcastle",2,2,"D","2012-13",2012-09-17,0,0,1
"7424","Chelsea","Stoke",1,0,"H","2012-13",2012-09-22,1,0,0
"7425","Southampton","Aston Villa",4,1,"H","2012-13",2012-09-22,1,0,0
"7426","Swansea","Everton",0,3,"A","2012-13",2012-09-22,0,1,0
"7427","West Brom","Reading",1,0,"H","2012-13",2012-09-22,1,0,0
"7428","West Ham","Sunderland",1,1,"D","2012-13",2012-09-22,0,0,1
"7429","Wigan","Fulham",1,2,"A","2012-13",2012-09-22,0,1,0
"7430","Liverpool","Man United",1,2,"A","2012-13",2012-09-23,0,1,0
"7431","Man City","Arsenal",1,1,"D","2012-13",2012-09-23,0,0,1
"7432","Newcastle","Norwich",1,0,"H","2012-13",2012-09-23,1,0,0
"7433","Tottenham","QPR",2,1,"H","2012-13",2012-09-23,1,0,0
"7434","Arsenal","Chelsea",1,2,"A","2012-13",2012-09-29,0,1,0
"7435","Everton","Southampton",3,1,"H","2012-13",2012-09-29,1,0,0
"7436","Fulham","Man City",1,2,"A","2012-13",2012-09-29,0,1,0
"7437","Man United","Tottenham",2,3,"A","2012-13",2012-09-29,0,1,0
"7438","Norwich","Liverpool",2,5,"A","2012-13",2012-09-29,0,1,0
"7439","Reading","Newcastle",2,2,"D","2012-13",2012-09-29,0,0,1
"7440","Stoke","Swansea",2,0,"H","2012-13",2012-09-29,1,0,0
"7441","Sunderland","Wigan",1,0,"H","2012-13",2012-09-29,1,0,0
"7442","Aston Villa","West Brom",1,1,"D","2012-13",2012-09-30,0,0,1
"7443","QPR","West Ham",1,2,"A","2012-13",2012-10-01,0,1,0
"7444","Chelsea","Norwich",4,1,"H","2012-13",2012-10-06,1,0,0
"7445","Man City","Sunderland",3,0,"H","2012-13",2012-10-06,1,0,0
"7446","Swansea","Reading",2,2,"D","2012-13",2012-10-06,0,0,1
"7447","West Brom","QPR",3,2,"H","2012-13",2012-10-06,1,0,0
"7448","West Ham","Arsenal",1,3,"A","2012-13",2012-10-06,0,1,0
"7449","Wigan","Everton",2,2,"D","2012-13",2012-10-06,0,0,1
"7450","Liverpool","Stoke",0,0,"D","2012-13",2012-10-07,0,0,1
"7451","Newcastle","Man United",0,3,"A","2012-13",2012-10-07,0,1,0
"7452","Southampton","Fulham",2,2,"D","2012-13",2012-10-07,0,0,1
"7453","Tottenham","Aston Villa",2,0,"H","2012-13",2012-10-07,1,0,0
"7454","Fulham","Aston Villa",1,0,"H","2012-13",2012-10-20,1,0,0
"7455","Liverpool","Reading",1,0,"H","2012-13",2012-10-20,1,0,0
"7456","Man United","Stoke",4,2,"H","2012-13",2012-10-20,1,0,0
"7457","Norwich","Arsenal",1,0,"H","2012-13",2012-10-20,1,0,0
"7458","Swansea","Wigan",2,1,"H","2012-13",2012-10-20,1,0,0
"7459","Tottenham","Chelsea",2,4,"A","2012-13",2012-10-20,0,1,0
"7460","West Brom","Man City",1,2,"A","2012-13",2012-10-20,0,1,0
"7461","West Ham","Southampton",4,1,"H","2012-13",2012-10-20,1,0,0
"7462","QPR","Everton",1,1,"D","2012-13",2012-10-21,0,0,1
"7463","Sunderland","Newcastle",1,1,"D","2012-13",2012-10-21,0,0,1
"7464","Arsenal","QPR",1,0,"H","2012-13",2012-10-27,1,0,0
"7465","Aston Villa","Norwich",1,1,"D","2012-13",2012-10-27,0,0,1
"7466","Man City","Swansea",1,0,"H","2012-13",2012-10-27,1,0,0
"7467","Reading","Fulham",3,3,"D","2012-13",2012-10-27,0,0,1
"7468","Stoke","Sunderland",0,0,"D","2012-13",2012-10-27,0,0,1
"7469","Wigan","West Ham",2,1,"H","2012-13",2012-10-27,1,0,0
"7470","Chelsea","Man United",2,3,"A","2012-13",2012-10-28,0,1,0
"7471","Everton","Liverpool",2,2,"D","2012-13",2012-10-28,0,0,1
"7472","Newcastle","West Brom",2,1,"H","2012-13",2012-10-28,1,0,0
"7473","Southampton","Tottenham",1,2,"A","2012-13",2012-10-28,0,1,0
"7474","Fulham","Everton",2,2,"D","2012-13",2012-11-03,0,0,1
"7475","Man United","Arsenal",2,1,"H","2012-13",2012-11-03,1,0,0
"7476","Norwich","Stoke",1,0,"H","2012-13",2012-11-03,1,0,0
"7477","Sunderland","Aston Villa",0,1,"A","2012-13",2012-11-03,0,1,0
"7478","Swansea","Chelsea",1,1,"D","2012-13",2012-11-03,0,0,1
"7479","Tottenham","Wigan",0,1,"A","2012-13",2012-11-03,0,1,0
"7480","West Ham","Man City",0,0,"D","2012-13",2012-11-03,0,0,1
"7481","Liverpool","Newcastle",1,1,"D","2012-13",2012-11-04,0,0,1
"7482","QPR","Reading",1,1,"D","2012-13",2012-11-04,0,0,1
"7483","West Brom","Southampton",2,0,"H","2012-13",2012-11-05,1,0,0
"7484","Arsenal","Fulham",3,3,"D","2012-13",2012-11-10,0,0,1
"7485","Aston Villa","Man United",2,3,"A","2012-13",2012-11-10,0,1,0
"7486","Everton","Sunderland",2,1,"H","2012-13",2012-11-10,1,0,0
"7487","Reading","Norwich",0,0,"D","2012-13",2012-11-10,0,0,1
"7488","Southampton","Swansea",1,1,"D","2012-13",2012-11-10,0,0,1
"7489","Stoke","QPR",1,0,"H","2012-13",2012-11-10,1,0,0
"7490","Wigan","West Brom",1,2,"A","2012-13",2012-11-10,0,1,0
"7491","Chelsea","Liverpool",1,1,"D","2012-13",2012-11-11,0,0,1
"7492","Man City","Tottenham",2,1,"H","2012-13",2012-11-11,1,0,0
"7493","Newcastle","West Ham",0,1,"A","2012-13",2012-11-11,0,1,0
"7494","Arsenal","Tottenham",5,2,"H","2012-13",2012-11-17,1,0,0
"7495","Liverpool","Wigan",3,0,"H","2012-13",2012-11-17,1,0,0
"7496","Man City","Aston Villa",5,0,"H","2012-13",2012-11-17,1,0,0
"7497","Newcastle","Swansea",1,2,"A","2012-13",2012-11-17,0,1,0
"7498","Norwich","Man United",1,0,"H","2012-13",2012-11-17,1,0,0
"7499","QPR","Southampton",1,3,"A","2012-13",2012-11-17,0,1,0
"7500","Reading","Everton",2,1,"H","2012-13",2012-11-17,1,0,0
"7501","West Brom","Chelsea",2,1,"H","2012-13",2012-11-17,1,0,0
"7502","Fulham","Sunderland",1,3,"A","2012-13",2012-11-18,0,1,0
"7503","West Ham","Stoke",1,1,"D","2012-13",2012-11-19,0,0,1
"7504","Aston Villa","Arsenal",0,0,"D","2012-13",2012-11-24,0,0,1
"7505","Everton","Norwich",1,1,"D","2012-13",2012-11-24,0,0,1
"7506","Man United","QPR",3,1,"H","2012-13",2012-11-24,1,0,0
"7507","Stoke","Fulham",1,0,"H","2012-13",2012-11-24,1,0,0
"7508","Sunderland","West Brom",2,4,"A","2012-13",2012-11-24,0,1,0
"7509","Wigan","Reading",3,2,"H","2012-13",2012-11-24,1,0,0
"7510","Chelsea","Man City",0,0,"D","2012-13",2012-11-25,0,0,1
"7511","Southampton","Newcastle",2,0,"H","2012-13",2012-11-25,1,0,0
"7512","Swansea","Liverpool",0,0,"D","2012-13",2012-11-25,0,0,1
"7513","Tottenham","West Ham",3,1,"H","2012-13",2012-11-25,1,0,0
"7514","Aston Villa","Reading",1,0,"H","2012-13",2012-11-27,1,0,0
"7515","Sunderland","QPR",0,0,"D","2012-13",2012-11-27,0,0,1
"7516","Chelsea","Fulham",0,0,"D","2012-13",2012-11-28,0,0,1
"7517","Everton","Arsenal",1,1,"D","2012-13",2012-11-28,0,0,1
"7518","Man United","West Ham",1,0,"H","2012-13",2012-11-28,1,0,0
"7519","Southampton","Norwich",1,1,"D","2012-13",2012-11-28,0,0,1
"7520","Stoke","Newcastle",2,1,"H","2012-13",2012-11-28,1,0,0
"7521","Swansea","West Brom",3,1,"H","2012-13",2012-11-28,1,0,0
"7522","Tottenham","Liverpool",2,1,"H","2012-13",2012-11-28,1,0,0
"7523","Wigan","Man City",0,2,"A","2012-13",2012-11-28,0,1,0
"7524","Arsenal","Swansea",0,2,"A","2012-13",2012-12-01,0,1,0
"7525","Fulham","Tottenham",0,3,"A","2012-13",2012-12-01,0,1,0
"7526","Liverpool","Southampton",1,0,"H","2012-13",2012-12-01,1,0,0
"7527","Man City","Everton",1,1,"D","2012-13",2012-12-01,0,0,1
"7528","QPR","Aston Villa",1,1,"D","2012-13",2012-12-01,0,0,1
"7529","Reading","Man United",3,4,"A","2012-13",2012-12-01,0,1,0
"7530","West Brom","Stoke",0,1,"A","2012-13",2012-12-01,0,1,0
"7531","West Ham","Chelsea",3,1,"H","2012-13",2012-12-01,1,0,0
"7532","Norwich","Sunderland",2,1,"H","2012-13",2012-12-02,1,0,0
"7533","Newcastle","Wigan",3,0,"H","2012-13",2012-12-03,1,0,0
"7534","Arsenal","West Brom",2,0,"H","2012-13",2012-12-08,1,0,0
"7535","Aston Villa","Stoke",0,0,"D","2012-13",2012-12-08,0,0,1
"7536","Southampton","Reading",1,0,"H","2012-13",2012-12-08,1,0,0
"7537","Sunderland","Chelsea",1,3,"A","2012-13",2012-12-08,0,1,0
"7538","Swansea","Norwich",3,4,"A","2012-13",2012-12-08,0,1,0
"7539","Wigan","QPR",2,2,"D","2012-13",2012-12-08,0,0,1
"7540","Everton","Tottenham",2,1,"H","2012-13",2012-12-09,1,0,0
"7541","Man City","Man United",2,3,"A","2012-13",2012-12-09,0,1,0
"7542","West Ham","Liverpool",2,3,"A","2012-13",2012-12-09,0,1,0
"7543","Fulham","Newcastle",2,1,"H","2012-13",2012-12-10,1,0,0
"7544","Sunderland","Reading",3,0,"H","2012-13",2012-12-11,1,0,0
"7545","Liverpool","Aston Villa",1,3,"A","2012-13",2012-12-15,0,1,0
"7546","Man United","Sunderland",3,1,"H","2012-13",2012-12-15,1,0,0
"7547","Newcastle","Man City",1,3,"A","2012-13",2012-12-15,0,1,0
"7548","Norwich","Wigan",2,1,"H","2012-13",2012-12-15,1,0,0
"7549","QPR","Fulham",2,1,"H","2012-13",2012-12-15,1,0,0
"7550","Stoke","Everton",1,1,"D","2012-13",2012-12-15,0,0,1
"7551","Tottenham","Swansea",1,0,"H","2012-13",2012-12-16,1,0,0
"7552","West Brom","West Ham",0,0,"D","2012-13",2012-12-16,0,0,1
"7553","Reading","Arsenal",2,5,"A","2012-13",2012-12-17,0,1,0
"7554","Liverpool","Fulham",4,0,"H","2012-13",2012-12-22,1,0,0
"7555","Man City","Reading",1,0,"H","2012-13",2012-12-22,1,0,0
"7556","Newcastle","QPR",1,0,"H","2012-13",2012-12-22,1,0,0
"7557","Southampton","Sunderland",0,1,"A","2012-13",2012-12-22,0,1,0
"7558","Tottenham","Stoke",0,0,"D","2012-13",2012-12-22,0,0,1
"7559","West Brom","Norwich",2,1,"H","2012-13",2012-12-22,1,0,0
"7560","West Ham","Everton",1,2,"A","2012-13",2012-12-22,0,1,0
"7561","Wigan","Arsenal",0,1,"A","2012-13",2012-12-22,0,1,0
"7562","Chelsea","Aston Villa",8,0,"H","2012-13",2012-12-23,1,0,0
"7563","Swansea","Man United",1,1,"D","2012-13",2012-12-23,0,0,1
"7564","Aston Villa","Tottenham",0,4,"A","2012-13",2012-12-26,0,1,0
"7565","Everton","Wigan",2,1,"H","2012-13",2012-12-26,1,0,0
"7566","Fulham","Southampton",1,1,"D","2012-13",2012-12-26,0,0,1
"7567","Man United","Newcastle",4,3,"H","2012-13",2012-12-26,1,0,0
"7568","Norwich","Chelsea",0,1,"A","2012-13",2012-12-26,0,1,0
"7569","QPR","West Brom",1,2,"A","2012-13",2012-12-26,0,1,0
"7570","Reading","Swansea",0,0,"D","2012-13",2012-12-26,0,0,1
"7571","Stoke","Liverpool",3,1,"H","2012-13",2012-12-26,1,0,0
"7572","Sunderland","Man City",1,0,"H","2012-13",2012-12-26,1,0,0
"7573","Arsenal","Newcastle",7,3,"H","2012-13",2012-12-29,1,0,0
"7574","Aston Villa","Wigan",0,3,"A","2012-13",2012-12-29,0,1,0
"7575","Fulham","Swansea",1,2,"A","2012-13",2012-12-29,0,1,0
"7576","Man United","West Brom",2,0,"H","2012-13",2012-12-29,1,0,0
"7577","Norwich","Man City",3,4,"A","2012-13",2012-12-29,0,1,0
"7578","Reading","West Ham",1,0,"H","2012-13",2012-12-29,1,0,0
"7579","Stoke","Southampton",3,3,"D","2012-13",2012-12-29,0,0,1
"7580","Sunderland","Tottenham",1,2,"A","2012-13",2012-12-29,0,1,0
"7581","Everton","Chelsea",1,2,"A","2012-13",2012-12-30,0,1,0
"7582","QPR","Liverpool",0,3,"A","2012-13",2012-12-30,0,1,0
"7583","Man City","Stoke",3,0,"H","2012-13",2013-01-01,1,0,0
"7584","Southampton","Arsenal",1,1,"D","2012-13",2013-01-01,0,0,1
"7585","Swansea","Aston Villa",2,2,"D","2012-13",2013-01-01,0,0,1
"7586","Tottenham","Reading",3,1,"H","2012-13",2013-01-01,1,0,0
"7587","West Brom","Fulham",1,2,"A","2012-13",2013-01-01,0,1,0
"7588","West Ham","Norwich",2,1,"H","2012-13",2013-01-01,1,0,0
"7589","Wigan","Man United",0,4,"A","2012-13",2013-01-01,0,1,0
"7590","Chelsea","QPR",0,1,"A","2012-13",2013-01-02,0,1,0
"7591","Liverpool","Sunderland",3,0,"H","2012-13",2013-01-02,1,0,0
"7592","Newcastle","Everton",1,2,"A","2012-13",2013-01-02,0,1,0
"7593","Aston Villa","Southampton",0,1,"A","2012-13",2013-01-12,0,1,0
"7594","Everton","Swansea",0,0,"D","2012-13",2013-01-12,0,0,1
"7595","Fulham","Wigan",1,1,"D","2012-13",2013-01-12,0,0,1
"7596","Norwich","Newcastle",0,0,"D","2012-13",2013-01-12,0,0,1
"7597","QPR","Tottenham",0,0,"D","2012-13",2013-01-12,0,0,1
"7598","Reading","West Brom",3,2,"H","2012-13",2013-01-12,1,0,0
"7599","Stoke","Chelsea",0,4,"A","2012-13",2013-01-12,0,1,0
"7600","Sunderland","West Ham",3,0,"H","2012-13",2013-01-12,1,0,0
"7601","Arsenal","Man City",0,2,"A","2012-13",2013-01-13,0,1,0
"7602","Man United","Liverpool",2,1,"H","2012-13",2013-01-13,1,0,0
"7603","Chelsea","Southampton",2,2,"D","2012-13",2013-01-16,0,0,1
"7604","Liverpool","Norwich",5,0,"H","2012-13",2013-01-19,1,0,0
"7605","Man City","Fulham",2,0,"H","2012-13",2013-01-19,1,0,0
"7606","Newcastle","Reading",1,2,"A","2012-13",2013-01-19,0,1,0
"7607","Swansea","Stoke",3,1,"H","2012-13",2013-01-19,1,0,0
"7608","West Brom","Aston Villa",2,2,"D","2012-13",2013-01-19,0,0,1
"7609","West Ham","QPR",1,1,"D","2012-13",2013-01-19,0,0,1
"7610","Wigan","Sunderland",2,3,"A","2012-13",2013-01-19,0,1,0
"7611","Chelsea","Arsenal",2,1,"H","2012-13",2013-01-20,1,0,0
"7612","Tottenham","Man United",1,1,"D","2012-13",2013-01-20,0,0,1
"7613","Southampton","Everton",0,0,"D","2012-13",2013-01-21,0,0,1
"7614","Arsenal","West Ham",5,1,"H","2012-13",2013-01-23,1,0,0
"7615","Aston Villa","Newcastle",1,2,"A","2012-13",2013-01-29,0,1,0
"7616","QPR","Man City",0,0,"D","2012-13",2013-01-29,0,0,1
"7617","Stoke","Wigan",2,2,"D","2012-13",2013-01-29,0,0,1
"7618","Sunderland","Swansea",0,0,"D","2012-13",2013-01-29,0,0,1
"7619","Arsenal","Liverpool",2,2,"D","2012-13",2013-01-30,0,0,1
"7620","Everton","West Brom",2,1,"H","2012-13",2013-01-30,1,0,0
"7621","Fulham","West Ham",3,1,"H","2012-13",2013-01-30,1,0,0
"7622","Man United","Southampton",2,1,"H","2012-13",2013-01-30,1,0,0
"7623","Norwich","Tottenham",1,1,"D","2012-13",2013-01-30,0,0,1
"7624","Reading","Chelsea",2,2,"D","2012-13",2013-01-30,0,0,1
"7625","Arsenal","Stoke",1,0,"H","2012-13",2013-02-02,1,0,0
"7626","Everton","Aston Villa",3,3,"D","2012-13",2013-02-02,0,0,1
"7627","Fulham","Man United",0,1,"A","2012-13",2013-02-02,0,1,0
"7628","Newcastle","Chelsea",3,2,"H","2012-13",2013-02-02,1,0,0
"7629","QPR","Norwich",0,0,"D","2012-13",2013-02-02,0,0,1
"7630","Reading","Sunderland",2,1,"H","2012-13",2013-02-02,1,0,0
"7631","West Ham","Swansea",1,0,"H","2012-13",2013-02-02,1,0,0
"7632","Wigan","Southampton",2,2,"D","2012-13",2013-02-02,0,0,1
"7633","Man City","Liverpool",2,2,"D","2012-13",2013-02-03,0,0,1
"7634","West Brom","Tottenham",0,1,"A","2012-13",2013-02-03,0,1,0
"7635","Chelsea","Wigan",4,1,"H","2012-13",2013-02-09,1,0,0
"7636","Norwich","Fulham",0,0,"D","2012-13",2013-02-09,0,0,1
"7637","Southampton","Man City",3,1,"H","2012-13",2013-02-09,1,0,0
"7638","Stoke","Reading",2,1,"H","2012-13",2013-02-09,1,0,0
"7639","Sunderland","Arsenal",0,1,"A","2012-13",2013-02-09,0,1,0
"7640","Swansea","QPR",4,1,"H","2012-13",2013-02-09,1,0,0
"7641","Tottenham","Newcastle",2,1,"H","2012-13",2013-02-09,1,0,0
"7642","Aston Villa","West Ham",2,1,"H","2012-13",2013-02-10,1,0,0
"7643","Man United","Everton",2,0,"H","2012-13",2013-02-10,1,0,0
"7644","Liverpool","West Brom",0,2,"A","2012-13",2013-02-11,0,1,0
"7645","Liverpool","Swansea",5,0,"H","2012-13",2013-02-17,1,0,0
"7646","Arsenal","Aston Villa",2,1,"H","2012-13",2013-02-23,1,0,0
"7647","Fulham","Stoke",1,0,"H","2012-13",2013-02-23,1,0,0
"7648","Norwich","Everton",2,1,"H","2012-13",2013-02-23,1,0,0
"7649","QPR","Man United",0,2,"A","2012-13",2013-02-23,0,1,0
"7650","Reading","Wigan",0,3,"A","2012-13",2013-02-23,0,1,0
"7651","West Brom","Sunderland",2,1,"H","2012-13",2013-02-23,1,0,0
"7652","Man City","Chelsea",2,0,"H","2012-13",2013-02-24,1,0,0
"7653","Newcastle","Southampton",4,2,"H","2012-13",2013-02-24,1,0,0
"7654","West Ham","Tottenham",2,3,"A","2012-13",2013-02-25,0,1,0
"7655","Chelsea","West Brom",1,0,"H","2012-13",2013-03-02,1,0,0
"7656","Everton","Reading",3,1,"H","2012-13",2013-03-02,1,0,0
"7657","Man United","Norwich",4,0,"H","2012-13",2013-03-02,1,0,0
"7658","Southampton","QPR",1,2,"A","2012-13",2013-03-02,0,1,0
"7659","Stoke","West Ham",0,1,"A","2012-13",2013-03-02,0,1,0
"7660","Sunderland","Fulham",2,2,"D","2012-13",2013-03-02,0,0,1
"7661","Swansea","Newcastle",1,0,"H","2012-13",2013-03-02,1,0,0
"7662","Wigan","Liverpool",0,4,"A","2012-13",2013-03-02,0,1,0
"7663","Tottenham","Arsenal",2,1,"H","2012-13",2013-03-03,1,0,0
"7664","Aston Villa","Man City",0,1,"A","2012-13",2013-03-04,0,1,0
"7665","Norwich","Southampton",0,0,"D","2012-13",2013-03-09,0,0,1
"7666","QPR","Sunderland",3,1,"H","2012-13",2013-03-09,1,0,0
"7667","Reading","Aston Villa",1,2,"A","2012-13",2013-03-09,0,1,0
"7668","West Brom","Swansea",2,1,"H","2012-13",2013-03-09,1,0,0
"7669","Liverpool","Tottenham",3,2,"H","2012-13",2013-03-10,1,0,0
"7670","Newcastle","Stoke",2,1,"H","2012-13",2013-03-10,1,0,0
"7671","Aston Villa","QPR",3,2,"H","2012-13",2013-03-16,1,0,0
"7672","Everton","Man City",2,0,"H","2012-13",2013-03-16,1,0,0
"7673","Man United","Reading",1,0,"H","2012-13",2013-03-16,1,0,0
"7674","Southampton","Liverpool",3,1,"H","2012-13",2013-03-16,1,0,0
"7675","Stoke","West Brom",0,0,"D","2012-13",2013-03-16,0,0,1
"7676","Swansea","Arsenal",0,2,"A","2012-13",2013-03-16,0,1,0
"7677","Chelsea","West Ham",2,0,"H","2012-13",2013-03-17,1,0,0
"7678","Sunderland","Norwich",1,1,"D","2012-13",2013-03-17,0,0,1
"7679","Tottenham","Fulham",0,1,"A","2012-13",2013-03-17,0,1,0
"7680","Wigan","Newcastle",2,1,"H","2012-13",2013-03-17,1,0,0
"7681","Arsenal","Reading",4,1,"H","2012-13",2013-03-30,1,0,0
"7682","Everton","Stoke",1,0,"H","2012-13",2013-03-30,1,0,0
